COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-06,1869152
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-07,2134295
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-08,2023496
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-09,2029677
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-10,1915375
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-11,1932711
Manufactured goods classified chiefly by material,Total,Total,Monthly,2010-12,1835635
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-01,1852818
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-02,1934174
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-03,1827633
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-04,1777402
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-05,1993680
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-06,2013082
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-07,2106185
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-08,2609071
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-09,2120554
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-10,2205401
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-11,2504459
Manufactured goods classified chiefly by material,Total,Total,Monthly,2011-12,1909087
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-01,2185005
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-02,1900584
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-03,1852331
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-04,1955996
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-05,2262425
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-06,2162238
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-07,2235888
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-08,2505159
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-09,2093418
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-10,2419095
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-11,2481718
Manufactured goods classified chiefly by material,Total,Total,Monthly,2012-12,1925391
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-01,2222219
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-02,1947566
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-03,2022708
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-04,1934593
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-05,2283721
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-06,1972014
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-07,2307671
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-08,2636668
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-09,2457434
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-10,2431083
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-11,2376533
Manufactured goods classified chiefly by material,Total,Total,Monthly,2013-12,2028989
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-01,2647456
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-02,2097998
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-03,2083968
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-04,2453291
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-05,2445288
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-06,2337832
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-07,2387769
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-08,2503469
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-09,2515964
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-10,2650301
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-11,2364738
Manufactured goods classified chiefly by material,Total,Total,Monthly,2014-12,2320024
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-01,2664795
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-02,2701449
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-03,2484488
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-04,2501572
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-05,2691517
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-06,3031413
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-07,3009568
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-08,2640128
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-09,2848903
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-10,3011250
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-11,2548439
Manufactured goods classified chiefly by material,Total,Total,Monthly,2015-12,2387842
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-01,2468869
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-02,2503206
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-03,2212351
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-04,2113650
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-05,2203051
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-06,2352321
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-07,2274714
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-08,2556168
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-09,2380955
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-10,2446324
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-11,2503678
Manufactured goods classified chiefly by material,Total,Total,Monthly,2016-12,2207775
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-01,2495111
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-02,1973271
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-03,2272299
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-04,2072605
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-05,2413325
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-06,2437380
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-07,2385515
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-08,2558093
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-09,2474158
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-10,2529627
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-11,2731771
Manufactured goods classified chiefly by material,Total,Total,Monthly,2017-12,2358090
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-01,2688655
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-02,2510404
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-03,2451208
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-04,2412971
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-05,2927879
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-06,2735674
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-07,2723292
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-08,2872222
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-09,2670673
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-10,3019522
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-11,3086122
Manufactured goods classified chiefly by material,Total,Total,Monthly,2018-12,2343570
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-01,3025188
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-02,2481601
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-03,2357285
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-04,2599130
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-05,2754685
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-06,2476578
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-07,2740783
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-08,2657102
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-09,2805683
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-10,3058604
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-11,2873076
Manufactured goods classified chiefly by material,Total,Total,Monthly,2019-12,2454952
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-01,2956519
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-02,2230795
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-03,2320934
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-04,2963321
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-05,2839455
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-06,2981007
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-07,3272289
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-08,2880599
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-09,2868598
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-10,3014915
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-11,3044010
Manufactured goods classified chiefly by material,Total,Total,Monthly,2020-12,3026424
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-01,2687439
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-02,2714527
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-03,3065431
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-04,2878467
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-05,2825278
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-06,2917897
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-07,3055855
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-08,3033012
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-09,3305923
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-10,3095151
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-11,3783488
Manufactured goods classified chiefly by material,Total,Total,Monthly,2021-12,3615742
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-01,3382885
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-02,3613793
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-03,3727990
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-04,3156225
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-05,3639785
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-06,3736846
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-07,3705557
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-08,4250927
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-09,3778014
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-10,3890217
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-11,3817984
Manufactured goods classified chiefly by material,Total,Total,Monthly,2022-12,3320455
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-01,3552671
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-02,2854821
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-03,3400682
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-04,3132973
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-05,3742559
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-06,3335459
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-07,3281462
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-08,3645265
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-09,3528663
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-10,3637554
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-11,3432318
Manufactured goods classified chiefly by material,Total,Total,Monthly,2023-12,3095522
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-01,3480898
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-02,3922787
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-03,3508007
Manufactured goods classified chiefly by material,Total,Total,Monthly,2024-04,3500314
Machinery and transport equipment,Total,Total,Monthly,2000-07,4653769
Machinery and transport equipment,Total,Total,Monthly,2000-08,4893286
Machinery and transport equipment,Total,Total,Monthly,2000-09,4486605
Machinery and transport equipment,Total,Total,Monthly,2000-10,5235421
Machinery and transport equipment,Total,Total,Monthly,2000-11,5143205
Machinery and transport equipment,Total,Total,Monthly,2000-12,4284525
Machinery and transport equipment,Total,Total,Monthly,2001-01,4021067
Machinery and transport equipment,Total,Total,Monthly,2001-02,3650623
Machinery and transport equipment,Total,Total,Monthly,2001-03,4292861
Machinery and transport equipment,Total,Total,Monthly,2001-04,4135247
Machinery and transport equipment,Total,Total,Monthly,2001-05,4345168
Machinery and transport equipment,Total,Total,Monthly,2001-06,4350362
Machinery and transport equipment,Total,Total,Monthly,2001-07,4281633
Machinery and transport equipment,Total,Total,Monthly,2001-08,4681419
Machinery and transport equipment,Total,Total,Monthly,2001-09,4329121
Machinery and transport equipment,Total,Total,Monthly,2001-10,5111793
Machinery and transport equipment,Total,Total,Monthly,2001-11,4733370
Machinery and transport equipment,Total,Total,Monthly,2001-12,4286242
Machinery and transport equipment,Total,Total,Monthly,2002-01,3967368
Machinery and transport equipment,Total,Total,Monthly,2002-02,4178607
Machinery and transport equipment,Total,Total,Monthly,2002-03,4293025
Machinery and transport equipment,Total,Total,Monthly,2002-04,4499101
Machinery and transport equipment,Total,Total,Monthly,2002-05,4609035
Machinery and transport equipment,Total,Total,Monthly,2002-06,4683293
Machinery and transport equipment,Total,Total,Monthly,2002-07,5542872
Machinery and transport equipment,Total,Total,Monthly,2002-08,5224881
Machinery and transport equipment,Total,Total,Monthly,2002-09,4957445
Machinery and transport equipment,Total,Total,Monthly,2002-10,5070614
Machinery and transport equipment,Total,Total,Monthly,2002-11,5341102
Machinery and transport equipment,Total,Total,Monthly,2002-12,6090234
Machinery and transport equipment,Total,Total,Monthly,2003-01,4369197
Machinery and transport equipment,Total,Total,Monthly,2003-02,4462133
Machinery and transport equipment,Total,Total,Monthly,2003-03,4636502
Machinery and transport equipment,Total,Total,Monthly,2003-04,4950036
Machinery and transport equipment,Total,Total,Monthly,2003-05,4656678
Machinery and transport equipment,Total,Total,Monthly,2003-06,5334715
Machinery and transport equipment,Total,Total,Monthly,2003-07,4949516
Machinery and transport equipment,Total,Total,Monthly,2003-08,5081156
Machinery and transport equipment,Total,Total,Monthly,2003-09,5207923
Machinery and transport equipment,Total,Total,Monthly,2003-10,5456487
Machinery and transport equipment,Total,Total,Monthly,2003-11,4851494
Machinery and transport equipment,Total,Total,Monthly,2003-12,5211468
Machinery and transport equipment,Total,Total,Monthly,2004-01,4399471
Machinery and transport equipment,Total,Total,Monthly,2004-02,4076933
Machinery and transport equipment,Total,Total,Monthly,2004-03,5181866
Machinery and transport equipment,Total,Total,Monthly,2004-04,4754941
Machinery and transport equipment,Total,Total,Monthly,2004-05,5141054
Machinery and transport equipment,Total,Total,Monthly,2004-06,6032315
Machinery and transport equipment,Total,Total,Monthly,2004-07,6013827
Machinery and transport equipment,Total,Total,Monthly,2004-08,5414645
Machinery and transport equipment,Total,Total,Monthly,2004-09,5785480
Machinery and transport equipment,Total,Total,Monthly,2004-10,5676731
Machinery and transport equipment,Total,Total,Monthly,2004-11,6009438
Machinery and transport equipment,Total,Total,Monthly,2004-12,5745008
Machinery and transport equipment,Total,Total,Monthly,2005-01,4904517
Machinery and transport equipment,Total,Total,Monthly,2005-02,4697434
Machinery and transport equipment,Total,Total,Monthly,2005-03,5634691
Machinery and transport equipment,Total,Total,Monthly,2005-04,5490318
Machinery and transport equipment,Total,Total,Monthly,2005-05,5771435
Machinery and transport equipment,Total,Total,Monthly,2005-06,5869975
Machinery and transport equipment,Total,Total,Monthly,2005-07,5771270
Machinery and transport equipment,Total,Total,Monthly,2005-08,5905901
Machinery and transport equipment,Total,Total,Monthly,2005-09,5952514
Machinery and transport equipment,Total,Total,Monthly,2005-10,5834308
Machinery and transport equipment,Total,Total,Monthly,2005-11,6832018
Machinery and transport equipment,Total,Total,Monthly,2005-12,6133279
Machinery and transport equipment,Total,Total,Monthly,2006-01,5559778
Machinery and transport equipment,Total,Total,Monthly,2006-02,5042112
Machinery and transport equipment,Total,Total,Monthly,2006-03,6217645
Machinery and transport equipment,Total,Total,Monthly,2006-04,6108393
Machinery and transport equipment,Total,Total,Monthly,2006-05,6430472
Machinery and transport equipment,Total,Total,Monthly,2006-06,6541477
Machinery and transport equipment,Total,Total,Monthly,2006-07,5837106
Machinery and transport equipment,Total,Total,Monthly,2006-08,6373606
Machinery and transport equipment,Total,Total,Monthly,2006-09,6374676
Machinery and transport equipment,Total,Total,Monthly,2006-10,6951686
Machinery and transport equipment,Total,Total,Monthly,2006-11,6882679
Machinery and transport equipment,Total,Total,Monthly,2006-12,6519106
Machinery and transport equipment,Total,Total,Monthly,2007-01,6090960
Machinery and transport equipment,Total,Total,Monthly,2007-02,5669122
Machinery and transport equipment,Total,Total,Monthly,2007-03,6402006
Machinery and transport equipment,Total,Total,Monthly,2007-04,6189861
Machinery and transport equipment,Total,Total,Monthly,2007-05,6739760
Machinery and transport equipment,Total,Total,Monthly,2007-06,6618348
Machinery and transport equipment,Total,Total,Monthly,2007-07,6158433
Machinery and transport equipment,Total,Total,Monthly,2007-08,6976735
Machinery and transport equipment,Total,Total,Monthly,2007-09,6631359
Machinery and transport equipment,Total,Total,Monthly,2007-10,7120085
Machinery and transport equipment,Total,Total,Monthly,2007-11,7551477
Machinery and transport equipment,Total,Total,Monthly,2007-12,6814001
Machinery and transport equipment,Total,Total,Monthly,2008-01,6484301
Machinery and transport equipment,Total,Total,Monthly,2008-02,6620871
Machinery and transport equipment,Total,Total,Monthly,2008-03,7132777
Machinery and transport equipment,Total,Total,Monthly,2008-04,6963744
Machinery and transport equipment,Total,Total,Monthly,2008-05,7099248
Machinery and transport equipment,Total,Total,Monthly,2008-06,7932196
Machinery and transport equipment,Total,Total,Monthly,2008-07,7551352
Machinery and transport equipment,Total,Total,Monthly,2008-08,7425216
Machinery and transport equipment,Total,Total,Monthly,2008-09,7471793
Machinery and transport equipment,Total,Total,Monthly,2008-10,8075324
Machinery and transport equipment,Total,Total,Monthly,2008-11,7833238
Machinery and transport equipment,Total,Total,Monthly,2008-12,7435541
Machinery and transport equipment,Total,Total,Monthly,2009-01,6117646
Machinery and transport equipment,Total,Total,Monthly,2009-02,5247419
Machinery and transport equipment,Total,Total,Monthly,2009-03,6613035
Machinery and transport equipment,Total,Total,Monthly,2009-04,5983996
Machinery and transport equipment,Total,Total,Monthly,2009-05,5529315
Machinery and transport equipment,Total,Total,Monthly,2009-06,6293290
Machinery and transport equipment,Total,Total,Monthly,2009-07,6452416
Machinery and transport equipment,Total,Total,Monthly,2009-08,5826237
Machinery and transport equipment,Total,Total,Monthly,2009-09,6863092
Machinery and transport equipment,Total,Total,Monthly,2009-10,6880853
Machinery and transport equipment,Total,Total,Monthly,2009-11,7635841
Machinery and transport equipment,Total,Total,Monthly,2009-12,7002587
Machinery and transport equipment,Total,Total,Monthly,2010-01,5786258
Machinery and transport equipment,Total,Total,Monthly,2010-02,5892518
Machinery and transport equipment,Total,Total,Monthly,2010-03,7186168
Machinery and transport equipment,Total,Total,Monthly,2010-04,6541978
Machinery and transport equipment,Total,Total,Monthly,2010-05,7006369
Machinery and transport equipment,Total,Total,Monthly,2010-06,7201022
Machinery and transport equipment,Total,Total,Monthly,2010-07,7229625
Machinery and transport equipment,Total,Total,Monthly,2010-08,6963330
Machinery and transport equipment,Total,Total,Monthly,2010-09,7061247
Machinery and transport equipment,Total,Total,Monthly,2010-10,6963628
Machinery and transport equipment,Total,Total,Monthly,2010-11,7527416
Machinery and transport equipment,Total,Total,Monthly,2010-12,6875458
Machinery and transport equipment,Total,Total,Monthly,2011-01,5820265
Machinery and transport equipment,Total,Total,Monthly,2011-02,5775590
Machinery and transport equipment,Total,Total,Monthly,2011-03,6916767
Machinery and transport equipment,Total,Total,Monthly,2011-04,5973319
Machinery and transport equipment,Total,Total,Monthly,2011-05,6555188
Machinery and transport equipment,Total,Total,Monthly,2011-06,6891205
Machinery and transport equipment,Total,Total,Monthly,2011-07,8078717
Machinery and transport equipment,Total,Total,Monthly,2011-08,7434487
Machinery and transport equipment,Total,Total,Monthly,2011-09,7292421
Machinery and transport equipment,Total,Total,Monthly,2011-10,7873872
Machinery and transport equipment,Total,Total,Monthly,2011-11,7693754
Machinery and transport equipment,Total,Total,Monthly,2011-12,7455275
Machinery and transport equipment,Total,Total,Monthly,2012-01,7169467
Machinery and transport equipment,Total,Total,Monthly,2012-02,6759294
Machinery and transport equipment,Total,Total,Monthly,2012-03,8619053
Machinery and transport equipment,Total,Total,Monthly,2012-04,7481896
Machinery and transport equipment,Total,Total,Monthly,2012-05,8165755
Machinery and transport equipment,Total,Total,Monthly,2012-06,8398990
Machinery and transport equipment,Total,Total,Monthly,2012-07,7998997
Machinery and transport equipment,Total,Total,Monthly,2012-08,8313358
Machinery and transport equipment,Total,Total,Monthly,2012-09,7284473
Machinery and transport equipment,Total,Total,Monthly,2012-10,8805319
Machinery and transport equipment,Total,Total,Monthly,2012-11,9289698
Machinery and transport equipment,Total,Total,Monthly,2012-12,7402141
Machinery and transport equipment,Total,Total,Monthly,2013-01,7262424
Machinery and transport equipment,Total,Total,Monthly,2013-02,6650479
Machinery and transport equipment,Total,Total,Monthly,2013-03,6973924
Machinery and transport equipment,Total,Total,Monthly,2013-04,7098622
Machinery and transport equipment,Total,Total,Monthly,2013-05,7527389
Machinery and transport equipment,Total,Total,Monthly,2013-06,7401298
Machinery and transport equipment,Total,Total,Monthly,2013-07,8312429
Machinery and transport equipment,Total,Total,Monthly,2013-08,8252451
Machinery and transport equipment,Total,Total,Monthly,2013-09,7964597
Machinery and transport equipment,Total,Total,Monthly,2013-10,8185390
Machinery and transport equipment,Total,Total,Monthly,2013-11,8278621
Machinery and transport equipment,Total,Total,Monthly,2013-12,7760780
Machinery and transport equipment,Total,Total,Monthly,2014-01,7711217
Machinery and transport equipment,Total,Total,Monthly,2014-02,7417161
Machinery and transport equipment,Total,Total,Monthly,2014-03,7408191
Machinery and transport equipment,Total,Total,Monthly,2014-04,7371936
Machinery and transport equipment,Total,Total,Monthly,2014-05,7746451
Machinery and transport equipment,Total,Total,Monthly,2014-06,7667637
Machinery and transport equipment,Total,Total,Monthly,2014-07,8128437
Machinery and transport equipment,Total,Total,Monthly,2014-08,7215218
Machinery and transport equipment,Total,Total,Monthly,2014-09,8476967
Machinery and transport equipment,Total,Total,Monthly,2014-10,8319467
Machinery and transport equipment,Total,Total,Monthly,2014-11,8876825
Machinery and transport equipment,Total,Total,Monthly,2014-12,8622280
Machinery and transport equipment,Total,Total,Monthly,2015-01,7729013
Machinery and transport equipment,Total,Total,Monthly,2015-02,7153085
Machinery and transport equipment,Total,Total,Monthly,2015-03,8270419
Machinery and transport equipment,Total,Total,Monthly,2015-04,9594587
Machinery and transport equipment,Total,Total,Monthly,2015-05,8208066
Machinery and transport equipment,Total,Total,Monthly,2015-06,8834946
Machinery and transport equipment,Total,Total,Monthly,2015-07,9308346
Machinery and transport equipment,Total,Total,Monthly,2015-08,8131487
Machinery and transport equipment,Total,Total,Monthly,2015-09,9604336
Machinery and transport equipment,Total,Total,Monthly,2015-10,9761734
Machinery and transport equipment,Total,Total,Monthly,2015-11,10208891
Machinery and transport equipment,Total,Total,Monthly,2015-12,9309146
Machinery and transport equipment,Total,Total,Monthly,2016-01,8372665
Machinery and transport equipment,Total,Total,Monthly,2016-02,8117238
Machinery and transport equipment,Total,Total,Monthly,2016-03,8552335
Machinery and transport equipment,Total,Total,Monthly,2016-04,8020678
Machinery and transport equipment,Total,Total,Monthly,2016-05,8133658
Machinery and transport equipment,Total,Total,Monthly,2016-06,9460852
Machinery and transport equipment,Total,Total,Monthly,2016-07,8365341
Machinery and transport equipment,Total,Total,Monthly,2016-08,8817359
Machinery and transport equipment,Total,Total,Monthly,2016-09,8669357
Machinery and transport equipment,Total,Total,Monthly,2016-10,8831615
Machinery and transport equipment,Total,Total,Monthly,2016-11,9107137
Machinery and transport equipment,Total,Total,Monthly,2016-12,8883681
Machinery and transport equipment,Total,Total,Monthly,2017-01,8163698
Machinery and transport equipment,Total,Total,Monthly,2017-02,7582726
Machinery and transport equipment,Total,Total,Monthly,2017-03,8885149
Machinery and transport equipment,Total,Total,Monthly,2017-04,8253002
Machinery and transport equipment,Total,Total,Monthly,2017-05,9017179
Machinery and transport equipment,Total,Total,Monthly,2017-06,10039831
Machinery and transport equipment,Total,Total,Monthly,2017-07,17284525
Machinery and transport equipment,Total,Total,Monthly,2017-08,9174895
Machinery and transport equipment,Total,Total,Monthly,2017-09,9314701
Machinery and transport equipment,Total,Total,Monthly,2017-10,9620039
Machinery and transport equipment,Total,Total,Monthly,2017-11,10505409
Machinery and transport equipment,Total,Total,Monthly,2017-12,10091257
Machinery and transport equipment,Total,Total,Monthly,2018-01,9085748
Machinery and transport equipment,Total,Total,Monthly,2018-02,8980732
Machinery and transport equipment,Total,Total,Monthly,2018-03,9963877
Machinery and transport equipment,Total,Total,Monthly,2018-04,9560730
Machinery and transport equipment,Total,Total,Monthly,2018-05,10330458
Machinery and transport equipment,Total,Total,Monthly,2018-06,10556122
Machinery and transport equipment,Total,Total,Monthly,2018-07,10048211
Machinery and transport equipment,Total,Total,Monthly,2018-08,10412649
Machinery and transport equipment,Total,Total,Monthly,2018-09,9903734
Machinery and transport equipment,Total,Total,Monthly,2018-10,11513919
Machinery and transport equipment,Total,Total,Monthly,2018-11,11571220
Machinery and transport equipment,Total,Total,Monthly,2018-12,9476113
Machinery and transport equipment,Total,Total,Monthly,2019-01,10141370
Machinery and transport equipment,Total,Total,Monthly,2019-02,9613550
Machinery and transport equipment,Total,Total,Monthly,2019-03,9655850
Machinery and transport equipment,Total,Total,Monthly,2019-04,10324085
Machinery and transport equipment,Total,Total,Monthly,2019-05,10834463
Machinery and transport equipment,Total,Total,Monthly,2019-06,9600308
Machinery and transport equipment,Total,Total,Monthly,2019-07,10263308
Machinery and transport equipment,Total,Total,Monthly,2019-08,9667860
Machinery and transport equipment,Total,Total,Monthly,2019-09,10584405
Machinery and transport equipment,Total,Total,Monthly,2019-10,11463778
Machinery and transport equipment,Total,Total,Monthly,2019-11,10330955
Machinery and transport equipment,Total,Total,Monthly,2019-12,10806616
Machinery and transport equipment,Total,Total,Monthly,2020-01,9324056
Machinery and transport equipment,Total,Total,Monthly,2020-02,8184932
Machinery and transport equipment,Total,Total,Monthly,2020-03,9852805
Machinery and transport equipment,Total,Total,Monthly,2020-04,9713581
Machinery and transport equipment,Total,Total,Monthly,2020-05,8396415
Machinery and transport equipment,Total,Total,Monthly,2020-06,8718831
Machinery and transport equipment,Total,Total,Monthly,2020-07,10323243
Machinery and transport equipment,Total,Total,Monthly,2020-08,9601896
Machinery and transport equipment,Total,Total,Monthly,2020-09,9700676
Machinery and transport equipment,Total,Total,Monthly,2020-10,11093779
Machinery and transport equipment,Total,Total,Monthly,2020-11,13312632
Machinery and transport equipment,Total,Total,Monthly,2020-12,11522036
Machinery and transport equipment,Total,Total,Monthly,2021-01,9696319
Machinery and transport equipment,Total,Total,Monthly,2021-02,10222313
Machinery and transport equipment,Total,Total,Monthly,2021-03,11361734
Machinery and transport equipment,Total,Total,Monthly,2021-04,10959767
Machinery and transport equipment,Total,Total,Monthly,2021-05,11004761
Machinery and transport equipment,Total,Total,Monthly,2021-06,12230781
Machinery and transport equipment,Total,Total,Monthly,2021-07,11119936
Machinery and transport equipment,Total,Total,Monthly,2021-08,11110903
Machinery and transport equipment,Total,Total,Monthly,2021-09,11208249
Machinery and transport equipment,Total,Total,Monthly,2021-10,10814266
