COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
Machinery and transport equipment,Total,Total,Monthly,2021-11,12578351
Machinery and transport equipment,Total,Total,Monthly,2021-12,13097842
Machinery and transport equipment,Total,Total,Monthly,2022-01,10767311
Machinery and transport equipment,Total,Total,Monthly,2022-02,11655884
Machinery and transport equipment,Total,Total,Monthly,2022-03,13377250
Machinery and transport equipment,Total,Total,Monthly,2022-04,11377875
Machinery and transport equipment,Total,Total,Monthly,2022-05,12815744
Machinery and transport equipment,Total,Total,Monthly,2022-06,13124140
Machinery and transport equipment,Total,Total,Monthly,2022-07,12594180
Machinery and transport equipment,Total,Total,Monthly,2022-08,14567971
Machinery and transport equipment,Total,Total,Monthly,2022-09,14210897
Machinery and transport equipment,Total,Total,Monthly,2022-10,14637732
Machinery and transport equipment,Total,Total,Monthly,2022-11,13986806
Machinery and transport equipment,Total,Total,Monthly,2022-12,13783612
Machinery and transport equipment,Total,Total,Monthly,2023-01,15134393
Machinery and transport equipment,Total,Total,Monthly,2023-02,11538385
Machinery and transport equipment,Total,Total,Monthly,2023-03,14364069
Machinery and transport equipment,Total,Total,Monthly,2023-04,12794672
Machinery and transport equipment,Total,Total,Monthly,2023-05,15403186
Machinery and transport equipment,Total,Total,Monthly,2023-06,13567486
Machinery and transport equipment,Total,Total,Monthly,2023-07,14365963
Machinery and transport equipment,Total,Total,Monthly,2023-08,15093976
Machinery and transport equipment,Total,Total,Monthly,2023-09,15965790
Machinery and transport equipment,Total,Total,Monthly,2023-10,15986205
Machinery and transport equipment,Total,Total,Monthly,2023-11,15252574
Machinery and transport equipment,Total,Total,Monthly,2023-12,13890349
Machinery and transport equipment,Total,Total,Monthly,2024-01,14482582
Machinery and transport equipment,Total,Total,Monthly,2024-02,14141480
Machinery and transport equipment,Total,Total,Monthly,2024-03,14496365
Machinery and transport equipment,Total,Total,Monthly,2024-04,15031796
Total,Total,Total,Monthly,2000-07,9755259
Total,Total,Total,Monthly,2000-08,10716264
Total,Total,Total,Monthly,2000-09,9852386
Total,Total,Total,Monthly,2000-10,11154306
Total,Total,Total,Monthly,2000-11,11006147
Total,Total,Total,Monthly,2000-12,9249665
Total,Total,Total,Monthly,2001-01,9266699
Total,Total,Total,Monthly,2001-02,8322316
Total,Total,Total,Monthly,2001-03,9930368
Total,Total,Total,Monthly,2001-04,9573944
Total,Total,Total,Monthly,2001-05,9979330
Total,Total,Total,Monthly,2001-06,9510449
Total,Total,Total,Monthly,2001-07,9717915
Total,Total,Total,Monthly,2001-08,10613171
Total,Total,Total,Monthly,2001-09,9693152
Total,Total,Total,Monthly,2001-10,11518842
Total,Total,Total,Monthly,2001-11,10481885
Total,Total,Total,Monthly,2001-12,9137986
Total,Total,Total,Monthly,2002-01,9346369
Total,Total,Total,Monthly,2002-02,9616930
Total,Total,Total,Monthly,2002-03,9609241
Total,Total,Total,Monthly,2002-04,10154002
Total,Total,Total,Monthly,2002-05,10141691
Total,Total,Total,Monthly,2002-06,9617556
Total,Total,Total,Monthly,2002-07,11301411
Total,Total,Total,Monthly,2002-08,11386320
Total,Total,Total,Monthly,2002-09,10824192
Total,Total,Total,Monthly,2002-10,11893298
Total,Total,Total,Monthly,2002-11,11646094
Total,Total,Total,Monthly,2002-12,12129106
Total,Total,Total,Monthly,2003-01,10900370
Total,Total,Total,Monthly,2003-02,10225551
Total,Total,Total,Monthly,2003-03,10786406
Total,Total,Total,Monthly,2003-04,10947568
Total,Total,Total,Monthly,2003-05,10371222
Total,Total,Total,Monthly,2003-06,10717932
Total,Total,Total,Monthly,2003-07,10603753
Total,Total,Total,Monthly,2003-08,10864055
Total,Total,Total,Monthly,2003-09,11455604
Total,Total,Total,Monthly,2003-10,11919739
Total,Total,Total,Monthly,2003-11,10212910
Total,Total,Total,Monthly,2003-12,10978060
Total,Total,Total,Monthly,2004-01,9925345
Total,Total,Total,Monthly,2004-02,9450659
Total,Total,Total,Monthly,2004-03,11415010
Total,Total,Total,Monthly,2004-04,10843754
Total,Total,Total,Monthly,2004-05,11022187
Total,Total,Total,Monthly,2004-06,12305617
Total,Total,Total,Monthly,2004-07,12545520
Total,Total,Total,Monthly,2004-08,12183175
Total,Total,Total,Monthly,2004-09,13053349
Total,Total,Total,Monthly,2004-10,12789334
Total,Total,Total,Monthly,2004-11,13209785
Total,Total,Total,Monthly,2004-12,12502964
Total,Total,Total,Monthly,2005-01,11154780
Total,Total,Total,Monthly,2005-02,11123461
Total,Total,Total,Monthly,2005-03,12699350
Total,Total,Total,Monthly,2005-04,12569908
Total,Total,Total,Monthly,2005-05,12788296
Total,Total,Total,Monthly,2005-06,12806139
Total,Total,Total,Monthly,2005-07,12964506
Total,Total,Total,Monthly,2005-08,13759823
Total,Total,Total,Monthly,2005-09,13660800
Total,Total,Total,Monthly,2005-10,13366487
Total,Total,Total,Monthly,2005-11,15129155
Total,Total,Total,Monthly,2005-12,13590451
Total,Total,Total,Monthly,2006-01,13348271
Total,Total,Total,Monthly,2006-02,12674235
Total,Total,Total,Monthly,2006-03,14365491
Total,Total,Total,Monthly,2006-04,14004362
Total,Total,Total,Monthly,2006-05,15422466
Total,Total,Total,Monthly,2006-06,15077949
Total,Total,Total,Monthly,2006-07,14192201
Total,Total,Total,Monthly,2006-08,15216060
Total,Total,Total,Monthly,2006-09,15044124
Total,Total,Total,Monthly,2006-10,16341165
Total,Total,Total,Monthly,2006-11,15693598
Total,Total,Total,Monthly,2006-12,14643723
Total,Total,Total,Monthly,2007-01,14541289
Total,Total,Total,Monthly,2007-02,14086028
Total,Total,Total,Monthly,2007-03,15334324
Total,Total,Total,Monthly,2007-04,14614800
Total,Total,Total,Monthly,2007-05,15636163
Total,Total,Total,Monthly,2007-06,15389033
Total,Total,Total,Monthly,2007-07,15242660
Total,Total,Total,Monthly,2007-08,16871178
Total,Total,Total,Monthly,2007-09,15556230
Total,Total,Total,Monthly,2007-10,17377972
Total,Total,Total,Monthly,2007-11,17439927
Total,Total,Total,Monthly,2007-12,15697219
Total,Total,Total,Monthly,2008-01,16874900
Total,Total,Total,Monthly,2008-02,16606530
Total,Total,Total,Monthly,2008-03,16716426
Total,Total,Total,Monthly,2008-04,17566772
Total,Total,Total,Monthly,2008-05,18204582
Total,Total,Total,Monthly,2008-06,18135153
Total,Total,Total,Monthly,2008-07,19617136
Total,Total,Total,Monthly,2008-08,18435389
Total,Total,Total,Monthly,2008-09,20946473
Total,Total,Total,Monthly,2008-10,21812145
Total,Total,Total,Monthly,2008-11,20887392
Total,Total,Total,Monthly,2008-12,20141691
Total,Total,Total,Monthly,2009-01,17165194
Total,Total,Total,Monthly,2009-02,16527777
Total,Total,Total,Monthly,2009-03,17325023
Total,Total,Total,Monthly,2009-04,16204854
Total,Total,Total,Monthly,2009-05,14725029
Total,Total,Total,Monthly,2009-06,15693884
Total,Total,Total,Monthly,2009-07,16722724
Total,Total,Total,Monthly,2009-08,15472188
Total,Total,Total,Monthly,2009-09,17594836
Total,Total,Total,Monthly,2009-10,17951542
Total,Total,Total,Monthly,2009-11,17552101
Total,Total,Total,Monthly,2009-12,17628419
Total,Total,Total,Monthly,2010-01,15360806
Total,Total,Total,Monthly,2010-02,15274892
Total,Total,Total,Monthly,2010-03,18025204
Total,Total,Total,Monthly,2010-04,17157982
Total,Total,Total,Monthly,2010-05,17272954
Total,Total,Total,Monthly,2010-06,17963459
Total,Total,Total,Monthly,2010-07,18749130
Total,Total,Total,Monthly,2010-08,17416718
Total,Total,Total,Monthly,2010-09,18336185
Total,Total,Total,Monthly,2010-10,17633750
Total,Total,Total,Monthly,2010-11,19095697
Total,Total,Total,Monthly,2010-12,18191498
Total,Total,Total,Monthly,2011-01,15638552
Total,Total,Total,Monthly,2011-02,16538714
Total,Total,Total,Monthly,2011-03,18526531
Total,Total,Total,Monthly,2011-04,17336713
Total,Total,Total,Monthly,2011-05,17955455
Total,Total,Total,Monthly,2011-06,18385137
Total,Total,Total,Monthly,2011-07,19540533
Total,Total,Total,Monthly,2011-08,20528404
Total,Total,Total,Monthly,2011-09,20243290
Total,Total,Total,Monthly,2011-10,20729404
Total,Total,Total,Monthly,2011-11,21463512
Total,Total,Total,Monthly,2011-12,20010578
Total,Total,Total,Monthly,2012-01,19086930
Total,Total,Total,Monthly,2012-02,17897970
Total,Total,Total,Monthly,2012-03,20808983
Total,Total,Total,Monthly,2012-04,18800997
Total,Total,Total,Monthly,2012-05,20735338
Total,Total,Total,Monthly,2012-06,19883338
Total,Total,Total,Monthly,2012-07,20493508
Total,Total,Total,Monthly,2012-08,21609050
Total,Total,Total,Monthly,2012-09,19258505
Total,Total,Total,Monthly,2012-10,22166085
Total,Total,Total,Monthly,2012-11,22724365
Total,Total,Total,Monthly,2012-12,18390370
Total,Total,Total,Monthly,2013-01,18897466
Total,Total,Total,Monthly,2013-02,17906978
Total,Total,Total,Monthly,2013-03,18031184
Total,Total,Total,Monthly,2013-04,18590914
Total,Total,Total,Monthly,2013-05,20020456
Total,Total,Total,Monthly,2013-06,18411011
Total,Total,Total,Monthly,2013-07,21910235
Total,Total,Total,Monthly,2013-08,21681047
Total,Total,Total,Monthly,2013-09,21255863
Total,Total,Total,Monthly,2013-10,22099393
Total,Total,Total,Monthly,2013-11,21771315
Total,Total,Total,Monthly,2013-12,20450067
Total,Total,Total,Monthly,2014-01,21749483
Total,Total,Total,Monthly,2014-02,20150608
Total,Total,Total,Monthly,2014-03,19673635
Total,Total,Total,Monthly,2014-04,20216997
Total,Total,Total,Monthly,2014-05,21064658
Total,Total,Total,Monthly,2014-06,20309763
Total,Total,Total,Monthly,2014-07,21831931
Total,Total,Total,Monthly,2014-08,20187213
Total,Total,Total,Monthly,2014-09,22649955
Total,Total,Total,Monthly,2014-10,22352061
Total,Total,Total,Monthly,2014-11,21480193
Total,Total,Total,Monthly,2014-12,21110840
Total,Total,Total,Monthly,2015-01,20657151
Total,Total,Total,Monthly,2015-02,19948317
Total,Total,Total,Monthly,2015-03,21155722
Total,Total,Total,Monthly,2015-04,22095618
Total,Total,Total,Monthly,2015-05,20908519
Total,Total,Total,Monthly,2015-06,22590739
Total,Total,Total,Monthly,2015-07,24011274
Total,Total,Total,Monthly,2015-08,21800185
Total,Total,Total,Monthly,2015-09,24189085
Total,Total,Total,Monthly,2015-10,24288489
Total,Total,Total,Monthly,2015-11,23628293
Total,Total,Total,Monthly,2015-12,21800918
Total,Total,Total,Monthly,2016-01,20077903
Total,Total,Total,Monthly,2016-02,20559673
Total,Total,Total,Monthly,2016-03,20466057
Total,Total,Total,Monthly,2016-04,19842359
Total,Total,Total,Monthly,2016-05,20486328
Total,Total,Total,Monthly,2016-06,22112950
Total,Total,Total,Monthly,2016-07,20854205
Total,Total,Total,Monthly,2016-08,22249642
Total,Total,Total,Monthly,2016-09,22045073
Total,Total,Total,Monthly,2016-10,21741640
Total,Total,Total,Monthly,2016-11,22488497
Total,Total,Total,Monthly,2016-12,21420533
Total,Total,Total,Monthly,2017-01,21482415
Total,Total,Total,Monthly,2017-02,19368175
Total,Total,Total,Monthly,2017-03,22618339
Total,Total,Total,Monthly,2017-04,20242041
Total,Total,Total,Monthly,2017-05,26323152
Total,Total,Total,Monthly,2017-06,23174367
Total,Total,Total,Monthly,2017-07,30106020
Total,Total,Total,Monthly,2017-08,26251653
Total,Total,Total,Monthly,2017-09,25920168
Total,Total,Total,Monthly,2017-10,23931722
Total,Total,Total,Monthly,2017-11,25078744
Total,Total,Total,Monthly,2017-12,23794592
Total,Total,Total,Monthly,2018-01,24337082
Total,Total,Total,Monthly,2018-02,22725609
Total,Total,Total,Monthly,2018-03,23774419
Total,Total,Total,Monthly,2018-04,23404810
Total,Total,Total,Monthly,2018-05,26220711
Total,Total,Total,Monthly,2018-06,25613669
Total,Total,Total,Monthly,2018-07,25178831
Total,Total,Total,Monthly,2018-08,26750715
Total,Total,Total,Monthly,2018-09,25025400
Total,Total,Total,Monthly,2018-10,28930255
Total,Total,Total,Monthly,2018-11,28666381
Total,Total,Total,Monthly,2018-12,23421590
Total,Total,Total,Monthly,2019-01,26040845
Total,Total,Total,Monthly,2019-02,23349486
Total,Total,Total,Monthly,2019-03,24022313
Total,Total,Total,Monthly,2019-04,24882492
Total,Total,Total,Monthly,2019-05,26713555
Total,Total,Total,Monthly,2019-06,23656066
Total,Total,Total,Monthly,2019-07,26348834
Total,Total,Total,Monthly,2019-08,25884786
Total,Total,Total,Monthly,2019-09,26023474
Total,Total,Total,Monthly,2019-10,28679933
Total,Total,Total,Monthly,2019-11,25940175
Total,Total,Total,Monthly,2019-12,26007935
Total,Total,Total,Monthly,2020-01,25109965
Total,Total,Total,Monthly,2020-02,21424376
Total,Total,Total,Monthly,2020-03,24053640
Total,Total,Total,Monthly,2020-04,23932204
Total,Total,Total,Monthly,2020-05,22045044
Total,Total,Total,Monthly,2020-06,23240778
Total,Total,Total,Monthly,2020-07,25757146
Total,Total,Total,Monthly,2020-08,23961089
Total,Total,Total,Monthly,2020-09,23659733
Total,Total,Total,Monthly,2020-10,25910607
Total,Total,Total,Monthly,2020-11,28494244
Total,Total,Total,Monthly,2020-12,26013873
