COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
"Chemicals and related products, nes",Total,Total,Monthly,2008-11,746138
"Chemicals and related products, nes",Total,Total,Monthly,2008-12,732305
"Chemicals and related products, nes",Total,Total,Monthly,2009-01,555409
"Chemicals and related products, nes",Total,Total,Monthly,2009-02,594250
"Chemicals and related products, nes",Total,Total,Monthly,2009-03,747260
"Chemicals and related products, nes",Total,Total,Monthly,2009-04,611957
"Chemicals and related products, nes",Total,Total,Monthly,2009-05,722864
"Chemicals and related products, nes",Total,Total,Monthly,2009-06,695743
"Chemicals and related products, nes",Total,Total,Monthly,2009-07,741960
"Chemicals and related products, nes",Total,Total,Monthly,2009-08,725607
"Chemicals and related products, nes",Total,Total,Monthly,2009-09,708002
"Chemicals and related products, nes",Total,Total,Monthly,2009-10,679142
"Chemicals and related products, nes",Total,Total,Monthly,2009-11,663359
"Chemicals and related products, nes",Total,Total,Monthly,2009-12,647227
"Chemicals and related products, nes",Total,Total,Monthly,2010-01,533352
"Chemicals and related products, nes",Total,Total,Monthly,2010-02,568509
"Chemicals and related products, nes",Total,Total,Monthly,2010-03,740911
"Chemicals and related products, nes",Total,Total,Monthly,2010-04,599113
"Chemicals and related products, nes",Total,Total,Monthly,2010-05,753859
"Chemicals and related products, nes",Total,Total,Monthly,2010-06,714310
"Chemicals and related products, nes",Total,Total,Monthly,2010-07,705573
"Chemicals and related products, nes",Total,Total,Monthly,2010-08,689744
"Chemicals and related products, nes",Total,Total,Monthly,2010-09,717798
"Chemicals and related products, nes",Total,Total,Monthly,2010-10,698263
"Chemicals and related products, nes",Total,Total,Monthly,2010-11,631327
"Chemicals and related products, nes",Total,Total,Monthly,2010-12,728381
"Chemicals and related products, nes",Total,Total,Monthly,2011-01,476757
"Chemicals and related products, nes",Total,Total,Monthly,2011-02,604119
"Chemicals and related products, nes",Total,Total,Monthly,2011-03,733247
"Chemicals and related products, nes",Total,Total,Monthly,2011-04,553726
"Chemicals and related products, nes",Total,Total,Monthly,2011-05,714727
"Chemicals and related products, nes",Total,Total,Monthly,2011-06,701740
"Chemicals and related products, nes",Total,Total,Monthly,2011-07,712947
"Chemicals and related products, nes",Total,Total,Monthly,2011-08,760272
"Chemicals and related products, nes",Total,Total,Monthly,2011-09,716858
"Chemicals and related products, nes",Total,Total,Monthly,2011-10,642042
"Chemicals and related products, nes",Total,Total,Monthly,2011-11,675134
"Chemicals and related products, nes",Total,Total,Monthly,2011-12,602376
"Chemicals and related products, nes",Total,Total,Monthly,2012-01,561364
"Chemicals and related products, nes",Total,Total,Monthly,2012-02,621848
"Chemicals and related products, nes",Total,Total,Monthly,2012-03,695286
"Chemicals and related products, nes",Total,Total,Monthly,2012-04,678270
"Chemicals and related products, nes",Total,Total,Monthly,2012-05,856720
"Chemicals and related products, nes",Total,Total,Monthly,2012-06,709940
"Chemicals and related products, nes",Total,Total,Monthly,2012-07,748852
"Chemicals and related products, nes",Total,Total,Monthly,2012-08,786002
"Chemicals and related products, nes",Total,Total,Monthly,2012-09,710940
"Chemicals and related products, nes",Total,Total,Monthly,2012-10,660652
"Chemicals and related products, nes",Total,Total,Monthly,2012-11,630031
"Chemicals and related products, nes",Total,Total,Monthly,2012-12,761317
"Chemicals and related products, nes",Total,Total,Monthly,2013-01,496794
"Chemicals and related products, nes",Total,Total,Monthly,2013-02,613569
"Chemicals and related products, nes",Total,Total,Monthly,2013-03,642545
"Chemicals and related products, nes",Total,Total,Monthly,2013-04,560239
"Chemicals and related products, nes",Total,Total,Monthly,2013-05,671398
"Chemicals and related products, nes",Total,Total,Monthly,2013-06,752804
"Chemicals and related products, nes",Total,Total,Monthly,2013-07,682488
"Chemicals and related products, nes",Total,Total,Monthly,2013-08,755155
"Chemicals and related products, nes",Total,Total,Monthly,2013-09,633866
"Chemicals and related products, nes",Total,Total,Monthly,2013-10,633327
"Chemicals and related products, nes",Total,Total,Monthly,2013-11,664415
"Chemicals and related products, nes",Total,Total,Monthly,2013-12,684376
"Chemicals and related products, nes",Total,Total,Monthly,2014-01,447864
"Chemicals and related products, nes",Total,Total,Monthly,2014-02,606770
"Chemicals and related products, nes",Total,Total,Monthly,2014-03,664760
"Chemicals and related products, nes",Total,Total,Monthly,2014-04,570558
"Chemicals and related products, nes",Total,Total,Monthly,2014-05,666644
"Chemicals and related products, nes",Total,Total,Monthly,2014-06,670110
"Chemicals and related products, nes",Total,Total,Monthly,2014-07,645838
"Chemicals and related products, nes",Total,Total,Monthly,2014-08,674609
"Chemicals and related products, nes",Total,Total,Monthly,2014-09,557575
"Chemicals and related products, nes",Total,Total,Monthly,2014-10,633609
"Chemicals and related products, nes",Total,Total,Monthly,2014-11,614047
"Chemicals and related products, nes",Total,Total,Monthly,2014-12,586855
"Chemicals and related products, nes",Total,Total,Monthly,2015-01,448866
"Chemicals and related products, nes",Total,Total,Monthly,2015-02,555781
"Chemicals and related products, nes",Total,Total,Monthly,2015-03,553360
"Chemicals and related products, nes",Total,Total,Monthly,2015-04,541855
"Chemicals and related products, nes",Total,Total,Monthly,2015-05,646369
"Chemicals and related products, nes",Total,Total,Monthly,2015-06,632678
"Chemicals and related products, nes",Total,Total,Monthly,2015-07,689648
"Chemicals and related products, nes",Total,Total,Monthly,2015-08,727315
"Chemicals and related products, nes",Total,Total,Monthly,2015-09,721571
"Chemicals and related products, nes",Total,Total,Monthly,2015-10,624619
"Chemicals and related products, nes",Total,Total,Monthly,2015-11,580116
"Chemicals and related products, nes",Total,Total,Monthly,2015-12,610859
"Chemicals and related products, nes",Total,Total,Monthly,2016-01,602809
"Chemicals and related products, nes",Total,Total,Monthly,2016-02,628403
"Chemicals and related products, nes",Total,Total,Monthly,2016-03,702077
"Chemicals and related products, nes",Total,Total,Monthly,2016-04,612500
"Chemicals and related products, nes",Total,Total,Monthly,2016-05,715303
"Chemicals and related products, nes",Total,Total,Monthly,2016-06,734100
"Chemicals and related products, nes",Total,Total,Monthly,2016-07,776262
"Chemicals and related products, nes",Total,Total,Monthly,2016-08,763713
"Chemicals and related products, nes",Total,Total,Monthly,2016-09,727523
"Chemicals and related products, nes",Total,Total,Monthly,2016-10,745335
"Chemicals and related products, nes",Total,Total,Monthly,2016-11,644907
"Chemicals and related products, nes",Total,Total,Monthly,2016-12,714904
"Chemicals and related products, nes",Total,Total,Monthly,2017-01,551922
"Chemicals and related products, nes",Total,Total,Monthly,2017-02,577336
"Chemicals and related products, nes",Total,Total,Monthly,2017-03,693182
"Chemicals and related products, nes",Total,Total,Monthly,2017-04,644661
"Chemicals and related products, nes",Total,Total,Monthly,2017-05,734176
"Chemicals and related products, nes",Total,Total,Monthly,2017-06,763626
"Chemicals and related products, nes",Total,Total,Monthly,2017-07,853520
"Chemicals and related products, nes",Total,Total,Monthly,2017-08,811733
"Chemicals and related products, nes",Total,Total,Monthly,2017-09,724519
"Chemicals and related products, nes",Total,Total,Monthly,2017-10,734233
"Chemicals and related products, nes",Total,Total,Monthly,2017-11,752663
"Chemicals and related products, nes",Total,Total,Monthly,2017-12,800038
"Chemicals and related products, nes",Total,Total,Monthly,2018-01,650285
"Chemicals and related products, nes",Total,Total,Monthly,2018-02,693724
"Chemicals and related products, nes",Total,Total,Monthly,2018-03,842175
"Chemicals and related products, nes",Total,Total,Monthly,2018-04,730704
"Chemicals and related products, nes",Total,Total,Monthly,2018-05,908595
"Chemicals and related products, nes",Total,Total,Monthly,2018-06,962929
"Chemicals and related products, nes",Total,Total,Monthly,2018-07,1018005
"Chemicals and related products, nes",Total,Total,Monthly,2018-08,974008
"Chemicals and related products, nes",Total,Total,Monthly,2018-09,954758
"Chemicals and related products, nes",Total,Total,Monthly,2018-10,999653
"Chemicals and related products, nes",Total,Total,Monthly,2018-11,913359
"Chemicals and related products, nes",Total,Total,Monthly,2018-12,861440
"Chemicals and related products, nes",Total,Total,Monthly,2019-01,664741
"Chemicals and related products, nes",Total,Total,Monthly,2019-02,845292
"Chemicals and related products, nes",Total,Total,Monthly,2019-03,1080730
"Chemicals and related products, nes",Total,Total,Monthly,2019-04,934695
"Chemicals and related products, nes",Total,Total,Monthly,2019-05,1036034
"Chemicals and related products, nes",Total,Total,Monthly,2019-06,1075393
"Chemicals and related products, nes",Total,Total,Monthly,2019-07,1079757
"Chemicals and related products, nes",Total,Total,Monthly,2019-08,1154941
"Chemicals and related products, nes",Total,Total,Monthly,2019-09,967830
"Chemicals and related products, nes",Total,Total,Monthly,2019-10,1056504
"Chemicals and related products, nes",Total,Total,Monthly,2019-11,1022442
"Chemicals and related products, nes",Total,Total,Monthly,2019-12,1051557
"Chemicals and related products, nes",Total,Total,Monthly,2020-01,787181
"Chemicals and related products, nes",Total,Total,Monthly,2020-02,984496
"Chemicals and related products, nes",Total,Total,Monthly,2020-03,1138848
"Chemicals and related products, nes",Total,Total,Monthly,2020-04,927261
"Chemicals and related products, nes",Total,Total,Monthly,2020-05,934069
"Chemicals and related products, nes",Total,Total,Monthly,2020-06,1112262
"Chemicals and related products, nes",Total,Total,Monthly,2020-07,893288
"Chemicals and related products, nes",Total,Total,Monthly,2020-08,923836
"Chemicals and related products, nes",Total,Total,Monthly,2020-09,899569
"Chemicals and related products, nes",Total,Total,Monthly,2020-10,841198
"Chemicals and related products, nes",Total,Total,Monthly,2020-11,860170
"Chemicals and related products, nes",Total,Total,Monthly,2020-12,791440
"Chemicals and related products, nes",Total,Total,Monthly,2021-01,766815
"Chemicals and related products, nes",Total,Total,Monthly,2021-02,675333
"Chemicals and related products, nes",Total,Total,Monthly,2021-03,756232
"Chemicals and related products, nes",Total,Total,Monthly,2021-04,862956
"Chemicals and related products, nes",Total,Total,Monthly,2021-05,784423
"Chemicals and related products, nes",Total,Total,Monthly,2021-06,891313
"Chemicals and related products, nes",Total,Total,Monthly,2021-07,938779
"Chemicals and related products, nes",Total,Total,Monthly,2021-08,905578
"Chemicals and related products, nes",Total,Total,Monthly,2021-09,872584
"Chemicals and related products, nes",Total,Total,Monthly,2021-10,809479
"Chemicals and related products, nes",Total,Total,Monthly,2021-11,874350
"Chemicals and related products, nes",Total,Total,Monthly,2021-12,915138
"Chemicals and related products, nes",Total,Total,Monthly,2022-01,937284
"Chemicals and related products, nes",Total,Total,Monthly,2022-02,909642
"Chemicals and related products, nes",Total,Total,Monthly,2022-03,976695
"Chemicals and related products, nes",Total,Total,Monthly,2022-04,1006881
"Chemicals and related products, nes",Total,Total,Monthly,2022-05,1091805
"Chemicals and related products, nes",Total,Total,Monthly,2022-06,1028386
"Chemicals and related products, nes",Total,Total,Monthly,2022-07,949407
"Chemicals and related products, nes",Total,Total,Monthly,2022-08,1116428
"Chemicals and related products, nes",Total,Total,Monthly,2022-09,1176242
"Chemicals and related products, nes",Total,Total,Monthly,2022-10,1059649
"Chemicals and related products, nes",Total,Total,Monthly,2022-11,1274746
"Chemicals and related products, nes",Total,Total,Monthly,2022-12,1047581
"Chemicals and related products, nes",Total,Total,Monthly,2023-01,910614
"Chemicals and related products, nes",Total,Total,Monthly,2023-02,1020260
"Chemicals and related products, nes",Total,Total,Monthly,2023-03,1016569
"Chemicals and related products, nes",Total,Total,Monthly,2023-04,938086
"Chemicals and related products, nes",Total,Total,Monthly,2023-05,1007913
"Chemicals and related products, nes",Total,Total,Monthly,2023-06,890028
"Chemicals and related products, nes",Total,Total,Monthly,2023-07,975660
"Chemicals and related products, nes",Total,Total,Monthly,2023-08,1017100
"Chemicals and related products, nes",Total,Total,Monthly,2023-09,990173
"Chemicals and related products, nes",Total,Total,Monthly,2023-10,960681
"Chemicals and related products, nes",Total,Total,Monthly,2023-11,885029
"Chemicals and related products, nes",Total,Total,Monthly,2023-12,871420
"Chemicals and related products, nes",Total,Total,Monthly,2024-01,853280
"Chemicals and related products, nes",Total,Total,Monthly,2024-02,967252
"Chemicals and related products, nes",Total,Total,Monthly,2024-03,943638
"Chemicals and related products, nes",Total,Total,Monthly,2024-04,1047841
Miscellaneous manufactured articles,Total,Total,Monthly,2000-01,274115
Miscellaneous manufactured articles,Total,Total,Monthly,2000-02,290956
Miscellaneous manufactured articles,Total,Total,Monthly,2000-03,355561
Miscellaneous manufactured articles,Total,Total,Monthly,2000-04,290646
Miscellaneous manufactured articles,Total,Total,Monthly,2000-05,334490
Miscellaneous manufactured articles,Total,Total,Monthly,2000-06,347071
Miscellaneous manufactured articles,Total,Total,Monthly,2000-07,370033
Miscellaneous manufactured articles,Total,Total,Monthly,2000-08,348676
Miscellaneous manufactured articles,Total,Total,Monthly,2000-09,397357
Miscellaneous manufactured articles,Total,Total,Monthly,2000-10,370964
Miscellaneous manufactured articles,Total,Total,Monthly,2000-11,401861
Miscellaneous manufactured articles,Total,Total,Monthly,2000-12,387496
Miscellaneous manufactured articles,Total,Total,Monthly,2001-01,281053
Miscellaneous manufactured articles,Total,Total,Monthly,2001-02,337357
Miscellaneous manufactured articles,Total,Total,Monthly,2001-03,393877
Miscellaneous manufactured articles,Total,Total,Monthly,2001-04,415782
Miscellaneous manufactured articles,Total,Total,Monthly,2001-05,400802
Miscellaneous manufactured articles,Total,Total,Monthly,2001-06,375716
Miscellaneous manufactured articles,Total,Total,Monthly,2001-07,378124
Miscellaneous manufactured articles,Total,Total,Monthly,2001-08,394831
Miscellaneous manufactured articles,Total,Total,Monthly,2001-09,368397
Miscellaneous manufactured articles,Total,Total,Monthly,2001-10,392055
Miscellaneous manufactured articles,Total,Total,Monthly,2001-11,395501
Miscellaneous manufactured articles,Total,Total,Monthly,2001-12,430767
Miscellaneous manufactured articles,Total,Total,Monthly,2002-01,266334
Miscellaneous manufactured articles,Total,Total,Monthly,2002-02,365360
Miscellaneous manufactured articles,Total,Total,Monthly,2002-03,397257
Miscellaneous manufactured articles,Total,Total,Monthly,2002-04,351192
Miscellaneous manufactured articles,Total,Total,Monthly,2002-05,383911
Miscellaneous manufactured articles,Total,Total,Monthly,2002-06,359065
Miscellaneous manufactured articles,Total,Total,Monthly,2002-07,367176
Miscellaneous manufactured articles,Total,Total,Monthly,2002-08,394849
Miscellaneous manufactured articles,Total,Total,Monthly,2002-09,384996
Miscellaneous manufactured articles,Total,Total,Monthly,2002-10,383691
Miscellaneous manufactured articles,Total,Total,Monthly,2002-11,402733
Miscellaneous manufactured articles,Total,Total,Monthly,2002-12,375440
Miscellaneous manufactured articles,Total,Total,Monthly,2003-01,284330
Miscellaneous manufactured articles,Total,Total,Monthly,2003-02,346526
Miscellaneous manufactured articles,Total,Total,Monthly,2003-03,370182
Miscellaneous manufactured articles,Total,Total,Monthly,2003-04,334362
Miscellaneous manufactured articles,Total,Total,Monthly,2003-05,397378
Miscellaneous manufactured articles,Total,Total,Monthly,2003-06,372352
Miscellaneous manufactured articles,Total,Total,Monthly,2003-07,358251
Miscellaneous manufactured articles,Total,Total,Monthly,2003-08,364147
Miscellaneous manufactured articles,Total,Total,Monthly,2003-09,374763
Miscellaneous manufactured articles,Total,Total,Monthly,2003-10,364798
Miscellaneous manufactured articles,Total,Total,Monthly,2003-11,367151
Miscellaneous manufactured articles,Total,Total,Monthly,2003-12,350096
Miscellaneous manufactured articles,Total,Total,Monthly,2004-01,270761
Miscellaneous manufactured articles,Total,Total,Monthly,2004-02,337331
Miscellaneous manufactured articles,Total,Total,Monthly,2004-03,376823
Miscellaneous manufactured articles,Total,Total,Monthly,2004-04,344623
Miscellaneous manufactured articles,Total,Total,Monthly,2004-05,386662
Miscellaneous manufactured articles,Total,Total,Monthly,2004-06,392877
Miscellaneous manufactured articles,Total,Total,Monthly,2004-07,348258
Miscellaneous manufactured articles,Total,Total,Monthly,2004-08,372470
Miscellaneous manufactured articles,Total,Total,Monthly,2004-09,384833
Miscellaneous manufactured articles,Total,Total,Monthly,2004-10,388513
Miscellaneous manufactured articles,Total,Total,Monthly,2004-11,380688
Miscellaneous manufactured articles,Total,Total,Monthly,2004-12,419189
Miscellaneous manufactured articles,Total,Total,Monthly,2005-01,248122
Miscellaneous manufactured articles,Total,Total,Monthly,2005-02,330304
Miscellaneous manufactured articles,Total,Total,Monthly,2005-03,372139
Miscellaneous manufactured articles,Total,Total,Monthly,2005-04,371121
Miscellaneous manufactured articles,Total,Total,Monthly,2005-05,392038
Miscellaneous manufactured articles,Total,Total,Monthly,2005-06,367836
Miscellaneous manufactured articles,Total,Total,Monthly,2005-07,389289
Miscellaneous manufactured articles,Total,Total,Monthly,2005-08,387146
Miscellaneous manufactured articles,Total,Total,Monthly,2005-09,380053
Miscellaneous manufactured articles,Total,Total,Monthly,2005-10,389829
Miscellaneous manufactured articles,Total,Total,Monthly,2005-11,415418
Miscellaneous manufactured articles,Total,Total,Monthly,2005-12,397747
Miscellaneous manufactured articles,Total,Total,Monthly,2006-01,319531
Miscellaneous manufactured articles,Total,Total,Monthly,2006-02,349979
Miscellaneous manufactured articles,Total,Total,Monthly,2006-03,412535
Miscellaneous manufactured articles,Total,Total,Monthly,2006-04,387512
Miscellaneous manufactured articles,Total,Total,Monthly,2006-05,387786
Miscellaneous manufactured articles,Total,Total,Monthly,2006-06,380851
Miscellaneous manufactured articles,Total,Total,Monthly,2006-07,420775
Miscellaneous manufactured articles,Total,Total,Monthly,2006-08,435572
Miscellaneous manufactured articles,Total,Total,Monthly,2006-09,433752
Miscellaneous manufactured articles,Total,Total,Monthly,2006-10,406115
Miscellaneous manufactured articles,Total,Total,Monthly,2006-11,438733
Miscellaneous manufactured articles,Total,Total,Monthly,2006-12,426574
Miscellaneous manufactured articles,Total,Total,Monthly,2007-01,312076
Miscellaneous manufactured articles,Total,Total,Monthly,2007-02,371373
Miscellaneous manufactured articles,Total,Total,Monthly,2007-03,456541
Miscellaneous manufactured articles,Total,Total,Monthly,2007-04,373267
Miscellaneous manufactured articles,Total,Total,Monthly,2007-05,433885
Miscellaneous manufactured articles,Total,Total,Monthly,2007-06,431630
Miscellaneous manufactured articles,Total,Total,Monthly,2007-07,429789
Miscellaneous manufactured articles,Total,Total,Monthly,2007-08,456534
Miscellaneous manufactured articles,Total,Total,Monthly,2007-09,451198
Miscellaneous manufactured articles,Total,Total,Monthly,2007-10,439381
Miscellaneous manufactured articles,Total,Total,Monthly,2007-11,440152
Miscellaneous manufactured articles,Total,Total,Monthly,2007-12,466604
Miscellaneous manufactured articles,Total,Total,Monthly,2008-01,329889
Miscellaneous manufactured articles,Total,Total,Monthly,2008-02,395151
Miscellaneous manufactured articles,Total,Total,Monthly,2008-03,426715
Miscellaneous manufactured articles,Total,Total,Monthly,2008-04,439877
Miscellaneous manufactured articles,Total,Total,Monthly,2008-05,451796
Miscellaneous manufactured articles,Total,Total,Monthly,2008-06,421958
Miscellaneous manufactured articles,Total,Total,Monthly,2008-07,441443
Miscellaneous manufactured articles,Total,Total,Monthly,2008-08,435473
Miscellaneous manufactured articles,Total,Total,Monthly,2008-09,461978
Miscellaneous manufactured articles,Total,Total,Monthly,2008-10,527369
Miscellaneous manufactured articles,Total,Total,Monthly,2008-11,535451
Miscellaneous manufactured articles,Total,Total,Monthly,2008-12,499877
Miscellaneous manufactured articles,Total,Total,Monthly,2009-01,346619
Miscellaneous manufactured articles,Total,Total,Monthly,2009-02,430961
Miscellaneous manufactured articles,Total,Total,Monthly,2009-03,500224
Miscellaneous manufactured articles,Total,Total,Monthly,2009-04,405649
Miscellaneous manufactured articles,Total,Total,Monthly,2009-05,427718
Miscellaneous manufactured articles,Total,Total,Monthly,2009-06,367509
Miscellaneous manufactured articles,Total,Total,Monthly,2009-07,423106
Miscellaneous manufactured articles,Total,Total,Monthly,2009-08,418257
Miscellaneous manufactured articles,Total,Total,Monthly,2009-09,422299
Miscellaneous manufactured articles,Total,Total,Monthly,2009-10,430746
Miscellaneous manufactured articles,Total,Total,Monthly,2009-11,455228
Miscellaneous manufactured articles,Total,Total,Monthly,2009-12,439142
Miscellaneous manufactured articles,Total,Total,Monthly,2010-01,299794
Miscellaneous manufactured articles,Total,Total,Monthly,2010-02,386437
Miscellaneous manufactured articles,Total,Total,Monthly,2010-03,424900
Miscellaneous manufactured articles,Total,Total,Monthly,2010-04,349137
Miscellaneous manufactured articles,Total,Total,Monthly,2010-05,408963
Miscellaneous manufactured articles,Total,Total,Monthly,2010-06,419007
Miscellaneous manufactured articles,Total,Total,Monthly,2010-07,401321
Miscellaneous manufactured articles,Total,Total,Monthly,2010-08,413753
Miscellaneous manufactured articles,Total,Total,Monthly,2010-09,408370
Miscellaneous manufactured articles,Total,Total,Monthly,2010-10,464445
Miscellaneous manufactured articles,Total,Total,Monthly,2010-11,425511
Miscellaneous manufactured articles,Total,Total,Monthly,2010-12,469737
Miscellaneous manufactured articles,Total,Total,Monthly,2011-01,281637
Miscellaneous manufactured articles,Total,Total,Monthly,2011-02,368430
Miscellaneous manufactured articles,Total,Total,Monthly,2011-03,460765
Miscellaneous manufactured articles,Total,Total,Monthly,2011-04,396893
Miscellaneous manufactured articles,Total,Total,Monthly,2011-05,398522
Miscellaneous manufactured articles,Total,Total,Monthly,2011-06,407135
Miscellaneous manufactured articles,Total,Total,Monthly,2011-07,443747
Miscellaneous manufactured articles,Total,Total,Monthly,2011-08,457885
Miscellaneous manufactured articles,Total,Total,Monthly,2011-09,499645
Miscellaneous manufactured articles,Total,Total,Monthly,2011-10,482001
Miscellaneous manufactured articles,Total,Total,Monthly,2011-11,505697
Miscellaneous manufactured articles,Total,Total,Monthly,2011-12,478352
Miscellaneous manufactured articles,Total,Total,Monthly,2012-01,291509
Miscellaneous manufactured articles,Total,Total,Monthly,2012-02,433680
Miscellaneous manufactured articles,Total,Total,Monthly,2012-03,475294
Miscellaneous manufactured articles,Total,Total,Monthly,2012-04,413759
Miscellaneous manufactured articles,Total,Total,Monthly,2012-05,459104
Miscellaneous manufactured articles,Total,Total,Monthly,2012-06,393663
Miscellaneous manufactured articles,Total,Total,Monthly,2012-07,396457
Miscellaneous manufactured articles,Total,Total,Monthly,2012-08,393953
Miscellaneous manufactured articles,Total,Total,Monthly,2012-09,427305
Miscellaneous manufactured articles,Total,Total,Monthly,2012-10,419423
Miscellaneous manufactured articles,Total,Total,Monthly,2012-11,420407
Miscellaneous manufactured articles,Total,Total,Monthly,2012-12,398295
Miscellaneous manufactured articles,Total,Total,Monthly,2013-01,279408
Miscellaneous manufactured articles,Total,Total,Monthly,2013-02,353375
Miscellaneous manufactured articles,Total,Total,Monthly,2013-03,412274
Miscellaneous manufactured articles,Total,Total,Monthly,2013-04,388650
Miscellaneous manufactured articles,Total,Total,Monthly,2013-05,387624
Miscellaneous manufactured articles,Total,Total,Monthly,2013-06,422638
Miscellaneous manufactured articles,Total,Total,Monthly,2013-07,431341
Miscellaneous manufactured articles,Total,Total,Monthly,2013-08,489253
Miscellaneous manufactured articles,Total,Total,Monthly,2013-09,452233
Miscellaneous manufactured articles,Total,Total,Monthly,2013-10,483736
Miscellaneous manufactured articles,Total,Total,Monthly,2013-11,469396
Miscellaneous manufactured articles,Total,Total,Monthly,2013-12,467876
Miscellaneous manufactured articles,Total,Total,Monthly,2014-01,302693
Miscellaneous manufactured articles,Total,Total,Monthly,2014-02,414851
Miscellaneous manufactured articles,Total,Total,Monthly,2014-03,476986
Miscellaneous manufactured articles,Total,Total,Monthly,2014-04,388644
Miscellaneous manufactured articles,Total,Total,Monthly,2014-05,447529
Miscellaneous manufactured articles,Total,Total,Monthly,2014-06,437392
Miscellaneous manufactured articles,Total,Total,Monthly,2014-07,461172
Miscellaneous manufactured articles,Total,Total,Monthly,2014-08,481409
Miscellaneous manufactured articles,Total,Total,Monthly,2014-09,442284
Miscellaneous manufactured articles,Total,Total,Monthly,2014-10,494707
Miscellaneous manufactured articles,Total,Total,Monthly,2014-11,549559
Miscellaneous manufactured articles,Total,Total,Monthly,2014-12,491104
Miscellaneous manufactured articles,Total,Total,Monthly,2015-01,404252
Miscellaneous manufactured articles,Total,Total,Monthly,2015-02,499384
Miscellaneous manufactured articles,Total,Total,Monthly,2015-03,553930
Miscellaneous manufactured articles,Total,Total,Monthly,2015-04,458298
Miscellaneous manufactured articles,Total,Total,Monthly,2015-05,534954
Miscellaneous manufactured articles,Total,Total,Monthly,2015-06,502524
Miscellaneous manufactured articles,Total,Total,Monthly,2015-07,551761
Miscellaneous manufactured articles,Total,Total,Monthly,2015-08,555456
Miscellaneous manufactured articles,Total,Total,Monthly,2015-09,557580
Miscellaneous manufactured articles,Total,Total,Monthly,2015-10,569767
Miscellaneous manufactured articles,Total,Total,Monthly,2015-11,538626
Miscellaneous manufactured articles,Total,Total,Monthly,2015-12,574779
Miscellaneous manufactured articles,Total,Total,Monthly,2016-01,392577
Miscellaneous manufactured articles,Total,Total,Monthly,2016-02,531409
Miscellaneous manufactured articles,Total,Total,Monthly,2016-03,510093
Miscellaneous manufactured articles,Total,Total,Monthly,2016-04,545966
Miscellaneous manufactured articles,Total,Total,Monthly,2016-05,562822
Miscellaneous manufactured articles,Total,Total,Monthly,2016-06,572781
Miscellaneous manufactured articles,Total,Total,Monthly,2016-07,569312
Miscellaneous manufactured articles,Total,Total,Monthly,2016-08,553047
Miscellaneous manufactured articles,Total,Total,Monthly,2016-09,559961
Miscellaneous manufactured articles,Total,Total,Monthly,2016-10,564030
Miscellaneous manufactured articles,Total,Total,Monthly,2016-11,577605
Miscellaneous manufactured articles,Total,Total,Monthly,2016-12,617755
Miscellaneous manufactured articles,Total,Total,Monthly,2017-01,388756
Miscellaneous manufactured articles,Total,Total,Monthly,2017-02,502244
Miscellaneous manufactured articles,Total,Total,Monthly,2017-03,604691
Miscellaneous manufactured articles,Total,Total,Monthly,2017-04,530429
Miscellaneous manufactured articles,Total,Total,Monthly,2017-05,622553
Miscellaneous manufactured articles,Total,Total,Monthly,2017-06,593315
Miscellaneous manufactured articles,Total,Total,Monthly,2017-07,582477
Miscellaneous manufactured articles,Total,Total,Monthly,2017-08,605615
Miscellaneous manufactured articles,Total,Total,Monthly,2017-09,595179
Miscellaneous manufactured articles,Total,Total,Monthly,2017-10,593773
Miscellaneous manufactured articles,Total,Total,Monthly,2017-11,631545
Miscellaneous manufactured articles,Total,Total,Monthly,2017-12,606168
Miscellaneous manufactured articles,Total,Total,Monthly,2018-01,443222
Miscellaneous manufactured articles,Total,Total,Monthly,2018-02,507613
Miscellaneous manufactured articles,Total,Total,Monthly,2018-03,599670
Miscellaneous manufactured articles,Total,Total,Monthly,2018-04,561985
Miscellaneous manufactured articles,Total,Total,Monthly,2018-05,580723
Miscellaneous manufactured articles,Total,Total,Monthly,2018-06,651664
Miscellaneous manufactured articles,Total,Total,Monthly,2018-07,595627
Miscellaneous manufactured articles,Total,Total,Monthly,2018-08,628292
Miscellaneous manufactured articles,Total,Total,Monthly,2018-09,650703
Miscellaneous manufactured articles,Total,Total,Monthly,2018-10,677918
Miscellaneous manufactured articles,Total,Total,Monthly,2018-11,730636
Miscellaneous manufactured articles,Total,Total,Monthly,2018-12,658157
Miscellaneous manufactured articles,Total,Total,Monthly,2019-01,482332
Miscellaneous manufactured articles,Total,Total,Monthly,2019-02,574685
Miscellaneous manufactured articles,Total,Total,Monthly,2019-03,678325
Miscellaneous manufactured articles,Total,Total,Monthly,2019-04,633907
Miscellaneous manufactured articles,Total,Total,Monthly,2019-05,657407
Miscellaneous manufactured articles,Total,Total,Monthly,2019-06,744494
Miscellaneous manufactured articles,Total,Total,Monthly,2019-07,698772
Miscellaneous manufactured articles,Total,Total,Monthly,2019-08,690227
Miscellaneous manufactured articles,Total,Total,Monthly,2019-09,705785
Miscellaneous manufactured articles,Total,Total,Monthly,2019-10,755683
Miscellaneous manufactured articles,Total,Total,Monthly,2019-11,906035
Miscellaneous manufactured articles,Total,Total,Monthly,2019-12,681051
Miscellaneous manufactured articles,Total,Total,Monthly,2020-01,553437
