COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-07,7670884
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-08,7617501
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-09,7547889
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-10,7445608
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-11,7738097
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2017-12,8611182
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-01,9075766
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-02,8344084
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-03,9251878
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-04,8574989
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-05,9219336
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-06,10173059
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-07,10601958
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-08,10874765
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-09,10747975
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-10,11983324
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-11,11581045
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2018-12,11841299
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-01,11710229
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-02,9631649
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-03,11029942
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-04,10263376
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-05,10487698
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-06,11192726
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-07,10817322
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-08,11027677
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-09,10177760
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-10,9788485
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-11,9757892
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2019-12,10403133
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-01,9861071
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-02,8791970
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-03,10141010
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-04,9243258
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-05,7652709
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-06,6937428
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-07,5883853
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-08,6017089
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-09,5518843
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-10,5924073
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-11,6124961
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2020-12,6724708
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-01,6718986
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-02,6620561
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-03,7198998
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-04,7481024
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-05,7248145
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-06,7910449
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-07,10276036
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-08,12097238
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-09,13003234
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-10,15152884
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-11,16453455
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2021-12,16235237
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-01,17039641
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-02,15657616
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-03,18474930
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-04,19947347
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-05,22496767
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-06,24882687
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-07,19977310
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-08,21706430
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-09,23452417
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-10,24057937
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-11,21107347
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2022-12,22533568
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-01,19893462
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-02,17415791
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-03,18787097
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-04,16671514
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-05,16284886
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-06,15471034
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-07,14309889
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-08,14554987
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-09,14246970
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-10,15238156
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-11,16119059
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2023-12,16533645
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-01,15432399
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-02,15431538
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-03,14716866
"Mineral fuels, lubricants and related materials",Total,Total,Monthly,2024-04,14117113
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-01,733042
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-02,792863
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-03,914791
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-04,690824
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-05,934996
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-06,829092
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-07,811947
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-08,897980
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-09,846243
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-10,1002208
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-11,874006
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2000-12,767818
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-01,792825
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-02,825803
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-03,881063
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-04,817759
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-05,1085395
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-06,1032783
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-07,942077
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-08,1027884
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-09,941401
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-10,1044454
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-11,948549
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2001-12,756165
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-01,989076
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-02,777646
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-03,887810
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-04,837492
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-05,994884
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-06,825201
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-07,1209431
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-08,1003181
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-09,836013
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-10,1198553
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-11,922127
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2002-12,991680
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-01,1291050
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-02,1385324
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-03,1126882
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-04,985211
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-05,1058067
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-06,1110257
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-07,1020255
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-08,1212769
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-09,1170704
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-10,1081001
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-11,1134928
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2003-12,1191454
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-01,1251088
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-02,1026974
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-03,992561
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-04,1205903
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-05,997451
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-06,1060845
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-07,1066930
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-08,1072897
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-09,1123380
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-10,1137868
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-11,1084379
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2004-12,1197203
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-01,1159632
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-02,1187232
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-03,1131078
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-04,1049482
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-05,1394776
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-06,1179167
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-07,1176881
Commodities and transactions not classified elsewhere in the SITC,Total,Total,Monthly,2005-08,1156475
