MEASURE,DATA_ITEM,REGION,TSEST,FREQ,TIME_PERIOD,value,latitude,longitude
Current Prices,Goods and services credits,New South Wales,Original,Quarterly,2023-Q1,36484,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Original,Quarterly,2023-Q2,34767,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Original,Quarterly,2023-Q3,36010,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Original,Quarterly,2023-Q4,36149,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Original,Quarterly,2024-Q1,35432,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q1,24763,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q2,20399,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q3,19181,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q4,20700,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q1,20429,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q2,22211,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q3,25009,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q4,27015,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q1,29795,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q2,37121,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q3,38585,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q4,39146,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q1,37189,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q2,35352,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q3,35869,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q4,35176,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Seasonally Adjusted,Quarterly,2024-Q1,35908,-33.8688,151.2093
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q1,179,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q2,99,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q3,85,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2020-Q4,83,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q1,96,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q2,96,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q3,93,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2021-Q4,81,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q1,92,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q2,113,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q3,154,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2022-Q4,227,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q1,181,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q2,221,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q3,238,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2023-Q4,245,-12.4634,130.8456
Current Prices,Services credits,Northern Territory,Seasonally Adjusted,Quarterly,2024-Q1,252,-12.4634,130.8456
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q1,2993,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q2,1848,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q3,1609,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q4,1710,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q1,1553,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q2,1734,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q3,1517,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q4,1318,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q1,1457,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q2,2030,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q3,2318,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q4,2893,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q1,3251,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q2,3867,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q3,3858,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q4,3733,-27.4698,153.0251
Current Prices,Services credits,Queensland,Seasonally Adjusted,Quarterly,2024-Q1,3790,-27.4698,153.0251
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2020-Q1,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2020-Q2,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2020-Q3,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2020-Q4,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2021-Q1,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2021-Q2,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2021-Q3,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2021-Q4,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2022-Q1,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2022-Q2,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2022-Q3,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2022-Q4,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2023-Q1,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2023-Q2,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2023-Q3,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2023-Q4,,-33.8688,151.2093
Current Prices,Goods and services credits,New South Wales,Trend,Quarterly,2024-Q1,,-33.8688,151.2093
Current Prices,Services credits,Queensland,Original,Quarterly,2020-Q1,3196,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2020-Q2,1632,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2020-Q3,1632,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2020-Q4,1774,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2021-Q1,1655,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2021-Q2,1526,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2021-Q3,1543,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2021-Q4,1370,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2022-Q1,1550,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2022-Q2,1784,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2022-Q3,2361,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2022-Q4,3007,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2023-Q1,3459,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2023-Q2,3394,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2023-Q3,3931,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2023-Q4,3878,-27.4698,153.0251
Current Prices,Services credits,Queensland,Original,Quarterly,2024-Q1,4037,-27.4698,153.0251
Current Prices,Goods debits,Tasmania,Original,Quarterly,2020-Q1,-329,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2020-Q2,-287,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2020-Q3,-331,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2020-Q4,-355,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2021-Q1,-279,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2021-Q2,-251,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2021-Q3,-370,-42.8821,147.3272
Current Prices,Goods debits,Tasmania,Original,Quarterly,2021-Q4,-540,-42.8821,147.3272
