MEASURE,DATA_ITEM,REGION,TSEST,FREQ,TIME_PERIOD,value,latitude,longitude
Current Prices,Services debits,Northern Territory,Seasonally Adjusted,Quarterly,2024-Q1,-191,-12.4634,130.8456
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2020-Q1,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2020-Q2,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2020-Q3,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2020-Q4,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2021-Q1,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2021-Q2,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2021-Q3,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2021-Q4,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2022-Q1,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2022-Q2,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2022-Q3,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2022-Q4,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2023-Q1,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2023-Q2,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2023-Q3,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2023-Q4,,-27.4698,153.0251
Current Prices,Goods and services debits,Queensland,Trend,Quarterly,2024-Q1,,-27.4698,153.0251
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2020-Q1,-9200,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2020-Q2,-8975,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2020-Q3,-8987,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2020-Q4,-9115,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2021-Q1,-9176,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2021-Q2,-9156,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2021-Q3,-9498,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2021-Q4,-10460,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2022-Q1,-11785,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2022-Q2,-12874,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2022-Q3,-13349,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2022-Q4,-13276,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2023-Q1,-13150,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2023-Q2,-13406,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2023-Q3,-13798,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2023-Q4,-14041,-31.9505,115.8605
Current Prices,Goods debits,Western Australia,Trend,Quarterly,2024-Q1,-14102,-31.9505,115.8605
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q1,-760,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q2,-499,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q3,-508,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q4,-525,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q1,-529,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q2,-516,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q3,-509,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q4,-548,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q1,-604,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q2,-661,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q3,-714,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q4,-720,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q1,-764,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q2,-746,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q3,-805,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q4,-832,-35.2809,149.1300
Current Prices,Goods and services debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2024-Q1,-837,-35.2809,149.1300
Current Prices,Services debits,Queensland,Original,Quarterly,2020-Q1,-3336,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2020-Q2,-1029,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2020-Q3,-1126,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2020-Q4,-1287,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2021-Q1,-1145,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2021-Q2,-1242,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2021-Q3,-1439,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2021-Q4,-1700,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2022-Q1,-2067,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2022-Q2,-2707,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2022-Q3,-3846,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2022-Q4,-4179,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2023-Q1,-3838,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2023-Q2,-4601,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2023-Q3,-5582,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2023-Q4,-5174,-27.4698,153.0251
Current Prices,Services debits,Queensland,Original,Quarterly,2024-Q1,-4816,-27.4698,153.0251
Current Prices,Services debits,Victoria,Trend,Quarterly,2020-Q1,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2020-Q2,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2020-Q3,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2020-Q4,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2021-Q1,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2021-Q2,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2021-Q3,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2021-Q4,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2022-Q1,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2022-Q2,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2022-Q3,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2022-Q4,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2023-Q1,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2023-Q2,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2023-Q3,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2023-Q4,,-37.8136,144.9631
Current Prices,Services debits,Victoria,Trend,Quarterly,2024-Q1,,-37.8136,144.9631
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q1,22558,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q2,19902,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q3,15412,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2020-Q4,16238,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q1,16748,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q2,19133,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q3,23978,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2021-Q4,29824,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q1,34535,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q2,42475,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q3,36642,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2022-Q4,37266,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q1,34818,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q2,36490,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q3,33048,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2023-Q4,33681,-27.4698,153.0251
Current Prices,Goods and services credits,Queensland,Seasonally Adjusted,Quarterly,2024-Q1,33696,-27.4698,153.0251
Current Prices,Services credits,Western Australia,Trend,Quarterly,2020-Q1,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2020-Q2,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2020-Q3,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2020-Q4,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2021-Q1,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2021-Q2,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2021-Q3,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2021-Q4,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2022-Q1,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2022-Q2,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2022-Q3,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2022-Q4,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2023-Q1,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2023-Q2,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2023-Q3,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2023-Q4,,-31.9505,115.8605
Current Prices,Services credits,Western Australia,Trend,Quarterly,2024-Q1,,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q1,44934,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q2,45443,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q3,46474,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2020-Q4,54858,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q1,59585,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q2,66452,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q3,63670,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2021-Q4,54475,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q1,60922,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q2,66536,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q3,68634,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2022-Q4,70830,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q1,71829,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q2,63893,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q3,64270,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2023-Q4,68881,-31.9505,115.8605
Current Prices,Goods credits,Western Australia,Seasonally Adjusted,Quarterly,2024-Q1,65322,-31.9505,115.8605
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2020-Q1,445,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2020-Q2,343,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2020-Q3,319,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2020-Q4,356,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2021-Q1,328,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2021-Q2,332,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2021-Q3,325,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2021-Q4,320,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2022-Q1,331,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2022-Q2,352,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2022-Q3,409,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2022-Q4,492,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2023-Q1,641,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2023-Q2,572,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2023-Q3,639,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2023-Q4,669,-35.2809,149.1300
Current Prices,Services credits,Australian Capital Territory,Original,Quarterly,2024-Q1,696,-35.2809,149.1300
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q1,10259,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q2,7926,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q3,7598,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2020-Q4,7932,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q1,7453,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q2,7731,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q3,7222,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2021-Q4,7235,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q1,7825,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q2,8749,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q3,9670,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2022-Q4,10699,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q1,11823,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q2,12579,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q3,13885,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2023-Q4,13579,-33.8688,151.2093
Current Prices,Services credits,New South Wales,Seasonally Adjusted,Quarterly,2024-Q1,13938,-33.8688,151.2093
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q1,-52,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q2,-43,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q3,-57,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2020-Q4,-51,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q1,-50,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q2,-51,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q3,-52,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2021-Q4,-57,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q1,-56,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q2,-57,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q3,-60,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2022-Q4,-61,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q1,-63,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q2,-72,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q3,-77,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2023-Q4,-76,-35.2809,149.1300
Current Prices,Goods debits,Australian Capital Territory,Seasonally Adjusted,Quarterly,2024-Q1,-77,-35.2809,149.1300
Current Prices,Services debits,Northern Territory,Original,Quarterly,2020-Q1,-136,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2020-Q2,-28,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2020-Q3,-23,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2020-Q4,-27,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2021-Q1,-28,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2021-Q2,-32,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2021-Q3,-45,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2021-Q4,-42,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2022-Q1,-50,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2022-Q2,-89,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2022-Q3,-136,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2022-Q4,-149,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2023-Q1,-130,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2023-Q2,-154,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2023-Q3,-185,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2023-Q4,-192,-12.4634,130.8456
Current Prices,Services debits,Northern Territory,Original,Quarterly,2024-Q1,-180,-12.4634,130.8456
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q1,-3364,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q2,-2437,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q3,-2864,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2020-Q4,-2952,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q1,-3229,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q2,-3255,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q3,-3235,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2021-Q4,-3668,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q1,-4013,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q2,-4850,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q3,-4863,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2022-Q4,-5042,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q1,-4688,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q2,-5263,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q3,-5233,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2023-Q4,-4999,-34.9285,138.6007
Current Prices,Goods and services debits,South Australia,Seasonally Adjusted,Quarterly,2024-Q1,-5557,-34.9285,138.6007
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2020-Q1,-588,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2020-Q2,-488,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2020-Q3,-396,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2020-Q4,-387,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2021-Q1,-524,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2021-Q2,-799,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2021-Q3,-1157,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2021-Q4,-1413,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2022-Q1,-1522,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2022-Q2,-1550,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2022-Q3,-1511,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2022-Q4,-1377,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2023-Q1,-1150,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2023-Q2,-951,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2023-Q3,-908,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2023-Q4,-915,-12.4634,130.8456
Current Prices,Goods debits,Northern Territory,Trend,Quarterly,2024-Q1,-923,-12.4634,130.8456
Current Prices,Goods credits,Tasmania,Original,Quarterly,2020-Q1,975,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2020-Q2,1027,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2020-Q3,882,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2020-Q4,1147,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2021-Q1,1132,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2021-Q2,1206,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2021-Q3,1405,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2021-Q4,1233,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2022-Q1,1457,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2022-Q2,1554,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2022-Q3,1264,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2022-Q4,1369,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2023-Q1,1246,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2023-Q2,1214,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2023-Q3,1269,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2023-Q4,1206,-42.8821,147.3272
Current Prices,Goods credits,Tasmania,Original,Quarterly,2024-Q1,1273,-42.8821,147.3272
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2020-Q1,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2020-Q2,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2020-Q3,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2020-Q4,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2021-Q1,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2021-Q2,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2021-Q3,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2021-Q4,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2022-Q1,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2022-Q2,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2022-Q3,,-12.4634,130.8456
Current Prices,Goods and services credits,Northern Territory,Trend,Quarterly,2022-Q4,,-12.4634,130.8456
